   209/299     3.23G   0.01671  0.002568         0   0.01928        34      1024     0.883    0.8048     0.851    0.3782    0.0617   0.01705         0
   210/299     3.23G   0.01695  0.002517         0   0.01946        24      1024    0.8893    0.8048    0.8572    0.3766   0.06159   0.01715         0
   211/299     3.23G   0.01721  0.002431         0   0.01964        31      1024    0.8831    0.8137    0.8559    0.3597    0.0618   0.01738         0
   212/299     3.23G   0.01613   0.00249         0   0.01862        41      1024    0.8565    0.8249    0.8513     0.377   0.06161   0.01721         0
   213/299     3.23G   0.01488  0.002479         0   0.01736        13      1024    0.8603     0.815    0.8444     0.362   0.06178    0.0174         0
   214/299     3.23G     0.015   0.00242         0   0.01742        30      1024    0.8784    0.8086    0.8545    0.3753   0.06159   0.01718         0
   215/299     3.23G   0.01724  0.002443         0   0.01969        29      1024    0.8518    0.8378    0.8574     0.381   0.06156   0.01721         0
   216/299     3.23G   0.01642  0.002396         0   0.01881        31      1024    0.8687     0.839    0.8624    0.3823   0.06154   0.01704         0
   217/299     3.23G   0.01555  0.002386         0   0.01793        23      1024    0.8767    0.8302    0.8649    0.3867   0.06144   0.01685         0
   218/299     3.23G   0.01496  0.002437         0    0.0174        26      1024    0.8798    0.8352    0.8692    0.3925   0.06142   0.01635         0
   219/299     3.24G    0.0154  0.002401         0    0.0178        30      1024    0.8939    0.8238    0.8674    0.3882   0.06153   0.01654         0
   220/299     3.25G   0.01687  0.002417         0   0.01929        23      1024    0.8683     0.839    0.8675    0.3793   0.06153   0.01693         0
